v_tilde(cm^-1),abs
2102.27343,0.27114
2102.01855,0.27534
2101.76367,0.28354
2101.50879,0.31181
2101.25390,0.36518
2100.99902,0.41060
2100.74414,0.40591
2100.48925,0.36637
2100.23437,0.33242
2099.97949,0.31256
2099.72461,0.29746
2099.46972,0.28630
2099.21484,0.28140
2098.95996,0.27846
2098.70507,0.27754
2098.45019,0.28725
2098.19531,0.30719
2097.94043,0.32050
2097.68554,0.31524
2097.43066,0.30038
2097.17578,0.28853
2096.92090,0.28132
2096.66601,0.27590
2096.41113,0.27205
2096.15625,0.26984
2095.90136,0.26805
2095.64648,0.26645
2095.39160,0.26571
2095.13672,0.26543
2094.88183,0.26493
2094.62695,0.26454
2094.37207,0.26450
2094.11718,0.26437
2093.86230,0.26414
2093.60742,0.26424
2093.35254,0.26445
2093.09765,0.26434
2092.84277,0.26420
2092.58789,0.26428
2092.33300,0.26425
2092.07812,0.26402
2091.82324,0.26405
2091.56836,0.26428
2091.31347,0.26424
2091.05859,0.26407
2090.80371,0.26412
2090.54882,0.26417
2090.29394,0.26406
2090.03906,0.26415
2089.78418,0.26434
2089.52929,0.26411
2089.27441,0.26376
2089.01953,0.26390
2088.76465,0.26415
2088.50976,0.26398
2088.25488,0.26389
2088.00000,0.26417
2087.74511,0.26422
2087.49023,0.26400
2087.23535,0.26417
2086.98047,0.26449
2086.72558,0.26436
2086.47070,0.26418
2086.21582,0.26440
2085.96093,0.26443
2085.70605,0.26423
2085.45117,0.26447
2085.19629,0.26476
2084.94140,0.26440
2084.68652,0.26417
2084.43164,0.26468
2084.17675,0.26489
2083.92187,0.26454
2083.66699,0.26475
2083.41211,0.26524
2083.15722,0.26497
2082.90234,0.26490
2082.64746,0.26573
2082.39257,0.26592
2082.13769,0.26540
2081.88281,0.26620
2081.62793,0.26749
2081.37304,0.26731
2081.11816,0.26804
2080.86328,0.27150
2080.60840,0.27561
2080.35351,0.28654
2080.09863,0.32023
2079.84375,0.37520
2079.58886,0.41204
2079.33398,0.39684
2079.07910,0.35657
2078.82422,0.32710
2078.56933,0.30961
2078.31445,0.29511
2078.05957,0.28554
2077.80468,0.28183
2077.54980,0.27910
2077.29492,0.28110
2077.04004,0.29601
2076.78515,0.31567
2076.53027,0.32058
2076.27539,0.30879
2076.02050,0.29507
2075.76562,0.28616
2075.51074,0.27958
2075.25586,0.27484
2075.00097,0.27243
2074.74609,0.27044
2074.49121,0.26842
2074.23632,0.26772
2073.98144,0.26755
2073.72656,0.26680
2073.47168,0.26655
2073.21679,0.26691
2072.96191,0.26657
2072.70703,0.26625
2072.45215,0.26693
2072.19726,0.26720
2071.94238,0.26677
2071.68750,0.26732
2071.43261,0.26816
2071.17773,0.26792
2070.92285,0.26842
2070.66797,0.27030
2070.41308,0.27113
2070.15820,0.27225
2069.90332,0.27696
2069.64843,0.28435
2069.39355,0.30054
2069.13867,0.34628
2068.88379,0.42825
2068.62890,0.49710
2068.37402,0.48461
2068.11914,0.42132
2067.86425,0.37070
2067.60937,0.34031
2067.35449,0.31677
2067.09961,0.30097
2066.84472,0.29440
2066.58984,0.29052
2066.33496,0.29465
2066.08007,0.31974
2065.82519,0.35419
2065.57031,0.36383
2065.31543,0.34275
2065.06054,0.31816
2064.80566,0.30292
2064.55078,0.29162
2064.29590,0.28277
2064.04101,0.27831
2063.78613,0.27497
2063.53125,0.27107
2063.27636,0.26963
2063.02148,0.26988
2062.76660,0.26856
2062.51172,0.26753
2062.25683,0.26870
2062.00195,0.26892
2061.74707,0.26746
2061.49218,0.26783
2061.23730,0.26923
2060.98242,0.26843
2060.72754,0.26777
2060.47265,0.26951
2060.21777,0.27017
2059.96289,0.26902
2059.70800,0.27038
2059.45312,0.27315
2059.19824,0.27338
2058.94336,0.27500
2058.68847,0.28204
2058.43359,0.29143
2058.17871,0.31113
2057.92382,0.36629
2057.66894,0.46335
2057.41406,0.54466
2057.15918,0.53170
2056.90429,0.45924
2056.64941,0.39733
2056.39453,0.35771
2056.13965,0.33016
2055.88476,0.31242
2055.62988,0.30270
2055.37500,0.29833
2055.12011,0.30804
2054.86523,0.34132
2054.61035,0.38088
2054.35547,0.38883
2054.10058,0.36075
2053.84570,0.32921
2053.59082,0.31064
2053.33593,0.29822
2053.08105,0.28718
2052.82617,0.28073
2052.57129,0.27785
2052.31640,0.27414
2052.06152,0.27090
2051.80664,0.27075
2051.55175,0.27080
2051.29687,0.26893
2051.04199,0.26818
2050.78711,0.26931
2050.53222,0.26904
2050.27734,0.26781
2050.02246,0.26859
2049.76757,0.26962
2049.51269,0.26859
2049.25781,0.26841
2049.00293,0.27036
2048.74804,0.27075
2048.49316,0.26980
2048.23828,0.27169
2047.98340,0.27453
2047.72851,0.27480
2047.47363,0.27720
2047.21875,0.28535
2046.96386,0.29657
2046.70898,0.32115
2046.45410,0.38506
2046.19922,0.49018
2045.94433,0.56802
2045.68945,0.54234
2045.43457,0.46417
2045.17968,0.40131
2044.92480,0.36003
2044.66992,0.33144
2044.41504,0.31431
2044.16015,0.30492
2043.90527,0.30229
2043.65039,0.31875
2043.39550,0.35951
2043.14062,0.39640
2042.88574,0.39254
2042.63086,0.35847
2042.37597,0.32786
2042.12109,0.30954
2041.86621,0.29635
2041.61132,0.28614
2041.35644,0.28034
2041.10156,0.27670
2040.84668,0.27310
2040.59179,0.27057
2040.33691,0.26952
2040.08203,0.26874
2039.82715,0.26789
2039.57226,0.26762
2039.31738,0.26789
2039.06250,0.26804
2038.80761,0.26785
2038.55273,0.26785
2038.29785,0.26830
2038.04297,0.26845
2037.78808,0.26820
2037.53320,0.26871
2037.27832,0.26972
2037.02343,0.26975
2036.76855,0.26990
2036.51367,0.27185
2036.25879,0.27368
2036.00390,0.27465
2035.74902,0.27869
2035.49414,0.28695
2035.23925,0.29996
2034.98437,0.33343
2034.72949,0.40993
2034.47461,0.51547
2034.21972,0.56661
2033.96484,0.51616
2033.70996,0.43835
2033.45507,0.38398
2033.20019,0.34834
2032.94531,0.32326
2032.69043,0.30901
2032.43554,0.30229
2032.18066,0.30554
2031.92578,0.33175
2031.67090,0.37586
2031.41601,0.39843
2031.16113,0.37658
2030.90625,0.34081
2030.65136,0.31750
2030.39648,0.30268
2030.14160,0.29000
2029.88672,0.28247
2029.63183,0.27904
2029.37695,0.27509
2029.12207,0.27236
2028.86718,0.27336
2028.61230,0.27473
2028.35742,0.27438
2028.10254,0.27415
2027.84765,0.27344
2027.59277,0.27116
2027.33789,0.26979
2027.08300,0.26998
2026.82812,0.26912
2026.57324,0.26787
2026.31836,0.26837
2026.06347,0.26876
2025.80859,0.26784
2025.55371,0.26814
2025.29882,0.26935
2025.04394,0.26904
2024.78906,0.26924
2024.53418,0.27156
2024.27929,0.27282
2024.02441,0.27378
2023.76953,0.27916
2023.51465,0.28829
2023.25976,0.30595
2023.00488,0.35474
2022.75000,0.44655
2022.49511,0.53141
2022.24023,0.52476
2021.98535,0.45341
2021.73047,0.39212
2021.47558,0.35354
2021.22070,0.32595
2020.96582,0.30845
2020.71093,0.30022
2020.45605,0.29865
2020.20117,0.31369
2019.94629,0.35137
2019.69140,0.38399
2019.43652,0.37609
2019.18164,0.34294
2018.92675,0.31782
2018.67187,0.30348
2018.41699,0.29075
2018.16211,0.28175
2017.90722,0.27829
2017.65234,0.27450
2017.39746,0.26988
2017.14257,0.26887
2016.88769,0.26915
2016.63281,0.26720
2016.37793,0.26620
2016.12304,0.26738
2015.86816,0.26659
2015.61328,0.26474
2015.35840,0.26580
2015.10351,0.26716
2014.84863,0.26575
2014.59375,0.26531
2014.33886,0.26717
2014.08398,0.26700
2013.82910,0.26550
2013.57422,0.26686
2013.31933,0.26848
2013.06445,0.26703
2012.80957,0.26699
2012.55468,0.27005
2012.29980,0.27070
2012.04492,0.27001
2011.79004,0.27451
2011.53515,0.28139
2011.28027,0.29010
2011.02539,0.32148
2010.77050,0.39432
2010.51562,0.47892
2010.26074,0.49910
2010.00586,0.44618
2009.75097,0.38568
2009.49609,0.34659
2009.24121,0.32198
2008.98632,0.30514
2008.73144,0.29488
2008.47656,0.29153
2008.22168,0.30197
2007.96679,0.33113
2007.71191,0.36127
2007.45703,0.36182
2007.20215,0.33491
2006.94726,0.30968
2006.69238,0.29679
2006.43750,0.28741
2006.18261,0.27838
2005.92773,0.27413
2005.67285,0.27274
2005.41797,0.26953
2005.16308,0.26685
2004.90820,0.26734
2004.65332,0.26736
2004.39843,0.26547
2004.14355,0.26536
2003.88867,0.26670
2003.63379,0.26585
2003.37890,0.26448
2003.12402,0.26562
2002.86914,0.26636
2002.61425,0.26474
2002.35937,0.26460
2002.10449,0.26651
2001.84961,0.26619
2001.59472,0.26465
2001.33984,0.26600
2001.08496,0.26752
2000.83007,0.26596
2000.57519,0.26576
2000.32031,0.26872
2000.06543,0.26913
1999.81054,0.26758
1999.55566,0.27096
1999.30078,0.27655
1999.04590,0.28129
1998.79101,0.30295
1998.53613,0.36096
1998.28125,0.43337
1998.02636,0.45668
1997.77148,0.41639
1997.51660,0.36489
1997.26172,0.33115
1997.00683,0.31087
1996.75195,0.29704
1996.49707,0.28795
1996.24218,0.28473
1995.98730,0.29376
1995.73242,0.31797
1995.47754,0.34126
1995.22265,0.34031
1994.96777,0.31865
1994.71289,0.29885
1994.45800,0.28878
1994.20312,0.28169
1993.94824,0.27487
1993.69336,0.27130
1993.43847,0.27011
1993.18359,0.26812
1992.92871,0.26614
1992.67382,0.26602
1992.41894,0.26626
1992.16406,0.26533
1991.90918,0.26471
1991.65429,0.26537
1991.39941,0.26542
1991.14453,0.26387
1990.88965,0.26284
1990.63476,0.26339
1990.37988,0.26385
1990.12500,0.26367
1989.87011,0.26431
1989.61523,0.26532
1989.36035,0.26501
1989.10547,0.26452
1988.85058,0.26548
1988.59570,0.26596
1988.34082,0.26495
1988.08593,0.26541
1987.83105,0.26739
1987.57617,0.26699
1987.32129,0.26588
1987.06640,0.26875
1986.81152,0.27242
1986.55664,0.27608
1986.30175,0.29607
1986.04687,0.34571
1985.79199,0.40071
1985.53711,0.41061
1985.28222,0.37411
1985.02734,0.33499
1984.77246,0.31193
1984.51757,0.29790
1984.26269,0.28744
1984.00781,0.28115
1983.75293,0.28068
1983.49804,0.29045
1983.24316,0.31024
1982.98828,0.32423
1982.73340,0.31715
1982.47851,0.29889
1982.22363,0.28677
1981.96875,0.28116
1981.71386,0.27541
1981.45898,0.27079
1981.20410,0.26962
1980.94922,0.26858
1980.69433,0.26646
1980.43945,0.26602
1980.18457,0.26671
1979.92968,0.26607
1979.67480,0.26533
1979.41992,0.26580
1979.16504,0.26579
1978.91015,0.26504
1978.65527,0.26521
1978.40039,0.26565
1978.14550,0.26521
1977.89062,0.26501
1977.63574,0.26546
1977.38086,0.26533
1977.12597,0.26498
1976.87109,0.26535
1976.61621,0.26552
1976.36132,0.26540
1976.10644,0.26613
1975.85156,0.26675
1975.59668,0.26623
1975.34179,0.26633
1975.08691,0.26717
1974.83203,0.26657
1974.57715,0.26626
1974.32226,0.26858
1974.06738,0.27053
1973.81250,0.27492
1973.55761,0.29671
1973.30273,0.33899
1973.04785,0.37125
1972.79297,0.36244
1972.53808,0.33048
1972.28320,0.30669
1972.02832,0.29463
1971.77343,0.28579
1971.51855,0.27930
1971.26367,0.27723
1971.00879,0.28029
1970.75390,0.29069
1970.49902,0.30413
1970.24414,0.30664
1969.98925,0.29485
1969.73437,0.28273
1969.47949,0.27790
1969.22461,0.27436
1968.96972,0.26953
1968.71484,0.26774
1968.45996,0.26803
1968.20507,0.26635
1967.95019,0.26479
1967.69531,0.26571
1967.44043,0.26620
1967.18554,0.26565
1966.93066,0.26702
1966.67578,0.26881
1966.42090,0.26802
1966.16601,0.26733
1965.91113,0.26835
1965.65625,0.26751
1965.40136,0.26492
1965.14648,0.26478
1964.89160,0.26591
1964.63672,0.26482
1964.38183,0.26391
1964.12695,0.26540
1963.87207,0.26577
1963.61718,0.26428
1963.36230,0.26484
1963.10742,0.26637
1962.85254,0.26527
1962.59765,0.26455
1962.34277,0.26737
1962.08789,0.26995
1961.83300,0.27099
1961.57812,0.27438
1961.32324,0.27771
1961.06836,0.27745
1960.81347,0.28415
1960.55859,0.30840
1960.30371,0.33558
1960.04882,0.33888
1959.79394,0.31992
1959.53906,0.30112
1959.28418,0.29133
1959.02929,0.28741
1958.77441,0.28815
1958.51953,0.29282
1958.26465,0.29837
1958.00976,0.30402
1957.75488,0.30869
1957.50000,0.30690
1957.24511,0.29812
1956.99023,0.29088
1956.73535,0.28972
1956.48047,0.28999
1956.22558,0.28812
1955.97070,0.28541
1955.71582,0.28156
1955.46093,0.27574
1955.20605,0.27098
1954.95117,0.26936
1954.69629,0.26842
1954.44140,0.26669
1954.18652,0.26582
1953.93164,0.26585
1953.67675,0.26531
1953.42187,0.26483
1953.16699,0.26524
1952.91211,0.26549
1952.65722,0.26527
1952.40234,0.26542
1952.14746,0.26580
1951.89257,0.26753
1951.63769,0.27361
1951.38281,0.28341
1951.12793,0.29156
1950.87304,0.29508
1950.61816,0.29484
1950.36328,0.29037
1950.10840,0.28214
1949.85351,0.27542
1949.59863,0.27352
1949.34375,0.27285
1949.08886,0.27043
1948.83398,0.26887
1948.57910,0.26944
1948.32422,0.26897
1948.06933,0.26796
1947.81445,0.27323
1947.55957,0.28829
1947.30468,0.30559
1947.04980,0.31150
1946.79492,0.30158
1946.54004,0.28759
1946.28515,0.28407
1946.03027,0.29297
1945.77539,0.30519
1945.52050,0.31426
1945.26562,0.32139
1945.01074,0.32528
1944.75586,0.32004
1944.50097,0.30659
1944.24609,0.29306
1943.99121,0.28355
1943.73632,0.27689
1943.48144,0.27249
1943.22656,0.27027
1942.97168,0.26863
1942.71679,0.26708
1942.46191,0.26695
1942.20703,0.26748
1941.95215,0.26604
1941.69726,0.26355
1941.44238,0.26328
1941.18750,0.26447
1940.93261,0.26478
1940.67773,0.26740
1940.42285,0.27922
1940.16797,0.30156
1939.91308,0.32665
1939.65820,0.34423
1939.40332,0.34923
1939.14843,0.34045
1938.89355,0.32053
1938.63867,0.29920
1938.38379,0.28604
1938.12890,0.28046
1937.87402,0.27564
1937.61914,0.27053
1937.36425,0.26892
1937.10937,0.26934
1936.85449,0.26757
1936.59961,0.26572
1936.34472,0.26712
1936.08984,0.26818
1935.83496,0.26632
1935.58007,0.26629
1935.32519,0.26940
1935.07031,0.26974
1934.81543,0.26978
1934.56054,0.28367
1934.30566,0.31789
1934.05078,0.36094
1933.79590,0.39506
1933.54101,0.40899
1933.28613,0.39800
1933.03125,0.36693
1932.77636,0.33187
1932.52148,0.30655
1932.26660,0.29264
1932.01172,0.28577
1931.75683,0.28286
1931.50195,0.28154
1931.24707,0.27924
1930.99218,0.27557
1930.73730,0.27196
1930.48242,0.26981
1930.22754,0.26949
1929.97265,0.26951
1929.71777,0.26829
1929.46289,0.26780
1929.20800,0.26990
1928.95312,0.27128
1928.69824,0.27186
1928.44336,0.28361
1928.18847,0.31821
1927.93359,0.37014
1927.67871,0.42000
1927.42382,0.45010
1927.16894,0.44771
1926.91406,0.41075
1926.65918,0.36082
1926.40429,0.32406
1926.14941,0.30502
1925.89453,0.29280
1925.63965,0.28248
1925.38476,0.27682
1925.12988,0.27433
1924.87500,0.27151
1924.62011,0.26971
1924.36523,0.26981
1924.11035,0.26940
1923.85547,0.26883
1923.60058,0.26962
1923.34570,0.26988
1923.09082,0.26965
1922.83593,0.27192
1922.58105,0.27441
1922.32617,0.27644
1922.07129,0.29336
1921.81640,0.34205
1921.56152,0.41567
1921.30664,0.48480
1921.05175,0.52606
1920.79687,0.52581
1920.54199,0.47473
1920.28711,0.40130
1920.03222,0.34809
1919.77734,0.32196
1919.52246,0.30471
1919.26757,0.28914
1919.01269,0.28161
1918.75781,0.27978
1918.50293,0.27654
1918.24804,0.27490
1917.99316,0.27773
1917.73828,0.27821
1917.48340,0.27347
1917.22851,0.27057
1916.97363,0.27005
1916.71875,0.26799
1916.46386,0.26911
1916.20898,0.27519
1915.95410,0.27916
1915.69922,0.28737
1915.44433,0.32323
1915.18945,0.39727
1914.93457,0.49031
1914.67968,0.57013
1914.42480,0.60582
1914.16992,0.56969
1913.91504,0.48167
1913.66015,0.40031
1913.40527,0.35278
1913.15039,0.32660
1912.89550,0.30571
1912.64062,0.29130
1912.38574,0.28546
1912.13086,0.28101
1911.87597,0.27567
1911.62109,0.27431
1911.36621,0.27533
1911.11132,0.27362
1910.85644,0.27199
1910.60156,0.27400
1910.34668,0.27536
1910.09179,0.27410
1909.83691,0.27571
1909.58203,0.28080
1909.32715,0.28379
1909.07226,0.29060
1908.81738,0.32133
1908.56250,0.39115
1908.30761,0.49706
1908.05273,0.61196
1907.79785,0.68695
1907.54297,0.67519
1907.28808,0.58449
1907.03320,0.47750
1906.77832,0.39925
1906.52343,0.35423
1906.26855,0.32750
1906.01367,0.30741
1905.75879,0.29384
1905.50390,0.28770
1905.24902,0.28385
1904.99414,0.27967
1904.73925,0.27866
1904.48437,0.28023
1904.22949,0.27895
1903.97461,0.27610
1903.71972,0.27709
1903.46484,0.27929
1903.20996,0.27820
1902.95507,0.27880
1902.70019,0.28492
1902.44531,0.29080
1902.19043,0.29920
1901.93554,0.33160
1901.68066,0.40699
1901.42578,0.52313
1901.17090,0.65674
1900.91601,0.75986
1900.66113,0.75832
1900.40625,0.64782
1900.15136,0.51852
1899.89648,0.42679
1899.64160,0.37337
1899.38672,0.34068
1899.13183,0.31795
1898.87695,0.30299
1898.62207,0.29390
1898.36718,0.28799
1898.11230,0.28392
1897.85742,0.28134
1897.60254,0.28027
1897.34765,0.28020
1897.09277,0.27978
1896.83789,0.27924
1896.58300,0.28036
1896.32812,0.28220
1896.07324,0.28284
1895.81836,0.28504
1895.56347,0.29131
1895.30859,0.29901
1895.05371,0.31312
1894.79882,0.35545
1894.54394,0.44763
1894.28906,0.58630
1894.03418,0.73771
1893.77929,0.84236
1893.52441,0.81928
1893.26953,0.68006
1893.01465,0.53464
1892.75976,0.43778
1892.50488,0.38303
1892.25000,0.34794
1891.99511,0.32249
1891.74023,0.30712
1891.48535,0.29854
1891.23047,0.29198
1890.97558,0.28776
1890.72070,0.28603
1890.46582,0.28415
1890.21093,0.28227
1889.95605,0.28213
1889.70117,0.28250
1889.44629,0.28277
1889.19140,0.28427
1888.93652,0.28533
1888.68164,0.28479
1888.42675,0.28773
1888.17187,0.29641
1887.91699,0.30937
1887.66211,0.33767
1887.40722,0.40572
1887.15234,0.52810
1886.89746,0.68853
1886.64257,0.83571
1886.38769,0.89374
1886.13281,0.80302
1885.87793,0.63564
1885.62304,0.50005
1885.36816,0.42118
1885.11328,0.37550
1884.85840,0.34168
1884.60351,0.31881
1884.34863,0.30728
1884.09375,0.29875
1883.83886,0.29047
1883.58398,0.28699
1883.32910,0.28638
1883.07422,0.28374
1882.81933,0.28193
1882.56445,0.28346
1882.30957,0.28390
1882.05468,0.28261
1881.79980,0.28435
1881.54492,0.28752
1881.29004,0.28827
1881.03515,0.29121
1880.78027,0.29992
1880.52539,0.31098
1880.27050,0.33260
1880.01562,0.39014
1879.76074,0.50136
1879.50586,0.65628
1879.25097,0.81785
1878.99609,0.91600
1878.74121,0.85565
1878.48632,0.68561
1878.23144,0.53483
1877.97656,0.44161
1877.72168,0.38748
1877.46679,0.35037
1877.21191,0.32507
1876.95703,0.31083
1876.70215,0.30114
1876.44726,0.29266
1876.19238,0.28825
1875.93750,0.28690
1875.68261,0.28445
1875.42773,0.28216
1875.17285,0.28266
1874.91797,0.28321
1874.66308,0.28202
1874.40820,0.28246
1874.15332,0.28513
1873.89843,0.28638
1873.64355,0.28717
1873.38867,0.29193
1873.13379,0.29950
1872.87890,0.30878
1872.62402,0.33231
1872.36914,0.39160
1872.11425,0.50052
1871.85937,0.65514
1871.60449,0.81932
1871.34961,0.90156
1871.09472,0.82658
1870.83984,0.66561
1870.58496,0.52221
1870.33007,0.43102
1870.07519,0.37976
1869.82031,0.34557
1869.56543,0.32018
1869.31054,0.30655
1869.05566,0.30103
1868.80078,0.29346
1868.54590,0.28305
1868.29101,0.27798
1868.03613,0.27757
1867.78125,0.27685
1867.52636,0.27666
1867.27148,0.27805
1867.01660,0.27740
1866.76172,0.27535
1866.50683,0.27711
1866.25195,0.28114
1865.99707,0.28212
1865.74218,0.28299
1865.48730,0.28909
1865.23242,0.29676
1864.97754,0.30634
1864.72265,0.33607
1864.46777,0.40775
1864.21289,0.52715
1863.95800,0.67850
1863.70312,0.81452
1863.44824,0.84005
1863.19336,0.72358
1862.93847,0.57185
1862.68359,0.45971
1862.42871,0.39298
1862.17382,0.35334
1861.91894,0.32641
1861.66406,0.30810
1861.40918,0.29713
1861.15429,0.29048
1860.89941,0.28557
1860.64453,0.28200
1860.38965,0.28018
1860.13476,0.27939
1859.87988,0.27834
1859.62500,0.27730
1859.37011,0.27744
1859.11523,0.27790
1858.86035,0.27731
1858.60547,0.27725
1858.35058,0.27902
1858.09570,0.28024
1857.84082,0.28025
1857.58593,0.28286
1857.33105,0.28835
1857.07617,0.29417
1856.82129,0.30944
1856.56640,0.35504
1856.31152,0.44438
1856.05664,0.56867
1855.80175,0.69121
1855.54687,0.74405
1855.29199,0.67981
1855.03711,0.55524
1854.78222,0.44887
1854.52734,0.38379
1854.27246,0.34669
1854.01757,0.32111
1853.76269,0.30331
1853.50781,0.29340
1853.25293,0.28708
1852.99804,0.28166
1852.74316,0.27866
1852.48828,0.27761
1852.23340,0.27620
1851.97851,0.27494
1851.72363,0.27491
1851.46875,0.27486
1851.21386,0.27441
1850.95898,0.27456
1850.70410,0.27471
1850.44922,0.27432
1850.19433,0.27473
1849.93945,0.27575
1849.68457,0.27594
1849.42968,0.27695
1849.17480,0.28024
1848.91992,0.28398
1848.66504,0.29264
1848.41015,0.32209
1848.15527,0.38379
1847.90039,0.46666
1847.64550,0.53831
1847.39062,0.56030
1847.13574,0.51743
1846.88086,0.44205
1846.62597,0.37673
1846.37109,0.33694
1846.11621,0.31512
1845.86132,0.29968
1845.60644,0.28817
1845.35156,0.28225
1845.09668,0.27918
1844.84179,0.27567
1844.58691,0.27319
1844.33203,0.27363
1844.07715,0.27556
1843.82226,0.27594
1843.56738,0.27143
1843.31250,0.26382
1843.05761,0.25986
1842.80273,0.26145
1842.54785,0.26483
1842.29297,0.26624
1842.03808,0.26676
1841.78320,0.26821
1841.52832,0.26900
1841.27343,0.26827
1841.01855,0.26824
1840.76367,0.26940
1840.50879,0.26979
1840.25390,0.26958
1839.99902,0.27028
1839.74414,0.27101
1839.48925,0.27059
1839.23437,0.27033
1838.97949,0.27092
1838.72461,0.27098
1838.46972,0.27049
1838.21484,0.27088
1837.95996,0.27163
1837.70507,0.27144
1837.45019,0.27121
1837.19531,0.27195
1836.94043,0.27247
1836.68554,0.27207
1836.43066,0.27181
1836.17578,0.27200
1835.92090,0.27192
1835.66601,0.27196
1835.41113,0.27276
1835.15625,0.27350
1834.90136,0.27356
1834.64648,0.27384
1834.39160,0.27461
1834.13672,0.27488
1833.88183,0.27474
1833.62695,0.27540
1833.37207,0.27666
1833.11718,0.27718
1832.86230,0.27752
1832.60742,0.27942
1832.35254,0.28218
1832.09765,0.28484
1831.84277,0.29380
1831.58789,0.32303
1831.33300,0.38267
1831.07812,0.46640
1830.82324,0.54460
1830.56836,0.57012
1830.31347,0.52987
1830.05859,0.46353
1829.80371,0.40309
1829.54882,0.35697
1829.29394,0.32439
1829.03906,0.30229
1828.78418,0.28906
1828.52929,0.28320
1828.27441,0.27991
1828.01953,0.27628
1827.76465,0.27497
1827.50976,0.27656
1827.25488,0.27705
1827.00000,0.27581
1826.74511,0.27622
1826.49023,0.27767
1826.23535,0.27708
1825.98047,0.27624
1825.72558,0.27763
1825.47070,0.27872
1825.21582,0.27835
1824.96093,0.27973
1824.70605,0.28166
1824.45117,0.27859
1824.19629,0.27511
1823.94140,0.27909
1823.68652,0.28660
1823.43164,0.29267
1823.17675,0.30921
1822.92187,0.35745
1822.66699,0.44856
1822.41211,0.57503
1822.15722,0.70143
1821.90234,0.74744
1821.64746,0.66741
1821.39257,0.54111
1821.13769,0.44147
1820.88281,0.38038
1820.62793,0.34447
1820.37304,0.32072
1820.11816,0.30438
1819.86328,0.29436
1819.60840,0.28850
1819.35351,0.28439
1819.09863,0.28141
1818.84375,0.27999
1818.58886,0.27953
1818.33398,0.27875
1818.07910,0.27786
1817.82422,0.27800
1817.56933,0.27855
1817.31445,0.27829
1817.05957,0.27820
1816.80468,0.27894
1816.54980,0.27879
1816.29492,0.27796
1816.04004,0.27929
1815.78515,0.28201
1815.53027,0.28304
1815.27539,0.28455
1815.02050,0.29022
1814.76562,0.29764
1814.51074,0.30834
1814.25586,0.33986
1814.00097,0.41465
1813.74609,0.54077
1813.49121,0.69968
1813.23632,0.83108
1812.98144,0.83003
1812.72656,0.69311
1812.47168,0.54455
1812.21679,0.44480
1811.96191,0.38694
1811.70703,0.34980
1811.45215,0.32350
1811.19726,0.30711
1810.94238,0.29758
1810.68750,0.29111
1810.43261,0.28722
1810.17773,0.28497
1809.92285,0.28178
1809.66797,0.27851
1809.41308,0.27764
1809.15820,0.27812
1808.90332,0.27820
1808.64843,0.27845
1808.39355,0.27904
1808.13867,0.27921
1807.88379,0.27966
1807.62890,0.28078
1807.37402,0.28129
1807.11914,0.28146
1806.86425,0.28283
1806.60937,0.28461
1806.35449,0.28662
1806.09961,0.29162
1805.84472,0.29989
1805.58984,0.31154
1805.33496,0.33921
1805.08007,0.40601
1804.82519,0.52762
1804.57031,0.69503
1804.31543,0.85526
1804.06054,0.89895
1803.80566,0.77611
1803.55078,0.60566
1803.29590,0.48126
1803.04101,0.40912
1802.78613,0.36533
1802.53125,0.33475
1802.27636,0.31596
1802.02148,0.30537
1801.76660,0.29554
1801.51172,0.28712
1801.25683,0.28430
1801.00195,0.28390
1800.74707,0.28138
1800.49218,0.27884
1800.23730,0.27848
1799.98242,0.27823
1799.72754,0.27810
1799.47265,0.27967
1799.21777,0.28062
1798.96289,0.27837
1798.70800,0.27616
1798.45312,0.27664
1798.19824,0.27804
1797.94336,0.27990
1797.68847,0.28289
1797.43359,0.28559
1797.17871,0.28829
1796.92382,0.29390
1796.66894,0.30257
1796.41406,0.31610
1796.15918,0.34879
1795.90429,0.42179
1795.64941,0.54784
1795.39453,0.72082
1795.13965,0.88381
1794.88476,0.89994
1794.62988,0.75391
1794.37500,0.58710
1794.12011,0.46946
1793.86523,0.40116
1793.61035,0.36020
1793.35547,0.33150
1793.10058,0.31280
1792.84570,0.30289
1792.59082,0.29762
1792.33593,0.29426
1792.08105,0.28917
1791.82617,0.27935
1791.57129,0.27139
1791.31640,0.27099
1791.06152,0.27447
1790.80664,0.27609
1790.55175,0.27597
1790.29687,0.27594
1790.04199,0.27451
1789.78711,0.27280
1789.53222,0.27440
1789.27734,0.27768
1789.02246,0.27853
1788.76757,0.27891
1788.51269,0.28196
1788.25781,0.28475
1788.00293,0.28558
1787.74804,0.28928
1787.49316,0.29728
1787.23828,0.30649
1786.98340,0.32555
1786.72851,0.37728
1786.47363,0.48045
1786.21875,0.63372
1785.96386,0.80729
1785.70898,0.90910
1785.45410,0.82357
1785.19922,0.64913
1784.94433,0.51447
1784.68945,0.43419
1784.43457,0.38292
1784.17968,0.34227
1783.92480,0.31382
1783.66992,0.29956
1783.41504,0.29237
1783.16015,0.28650
1782.90527,0.28276
1782.65039,0.28155
1782.39550,0.28016
1782.14062,0.27826
1781.88574,0.27789
1781.63086,0.27826
1781.37597,0.27736
1781.12109,0.27640
1780.86621,0.27699
1780.61132,0.27772
1780.35644,0.27721
1780.10156,0.27625
1779.84668,0.27521
1779.59179,0.27402
1779.33691,0.27459
1779.08203,0.27762
1778.82715,0.28016
1778.57226,0.28110
